,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Roberto Firmino,9.0,br BRA,FW,29-330,42,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
1,Diogo Jota,20.0,pt POR,FW,24-267,48,1,0,0,0,1,0,1,0.0,1,2,0,2,0,1,0,0
2,Sadio Mané,10.0,sn SEN,LW,29-140,90,3,2,1,2,0,1,1,100.0,0,5,0,5,3,6,1,0
3,Mohamed Salah,11.0,eg EGY,RW,29-074,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
4,Jordan Henderson,14.0,eng ENG,LM,31-072,73,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
5,Thiago Alcántara,6.0,es ESP,LM,30-139,17,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
6,Fabinho,3.0,br BRA,CM,27-309,90,2,1,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0
7,Harvey Elliott,67.0,eng ENG,RM,18-146,90,1,0,1,0,0,0,0,,0,4,0,4,2,3,0,0
8,Andrew Robertson,26.0,sct SCO,LB,27-170,85,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0
9,Kostas Tsimikas,21.0,gr GRE,LB,25-108,5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
10,Virgil van Dijk,4.0,nl NED,CB,30-051,90,2,2,0,2,0,0,0,,0,1,1,0,1,3,1,0
11,Joël Matip,32.0,cm CMR,CB,30-020,90,3,1,0,3,0,0,1,0.0,1,2,1,1,1,4,1,0
12,Trent Alexander-Arnold,66.0,eng ENG,RB,22-325,90,2,2,0,2,0,2,2,100.0,0,0,0,0,0,2,2,0
13,Alisson,1.0,br BRA,GK,28-330,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
14,14 Players,,,,,990,16,9,2,13,1,3,7,42.9,4,15,2,13,11,27,8,0
