,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Marko Arnautović,7.0,at AUT,FW,29-198,89,0,0,0,0,1,0,0,0,2,0,0,0,3,0,2,0.0
1,Angelo Ogbonna,21.0,it ITA,CB,30-164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
2,Felipe Anderson,8.0,br BRA,LM,25-202,90,1,0,0,1,4,0,1,0,1,0,0,0,9,1,1,50.0
3,Robert Snodgrass,11.0,sct SCO,CM,31-057,90,0,0,0,2,2,0,10,1,0,0,0,0,9,0,2,0.0
4,Pedro Obiang,14.0,gq EQG,CM,26-221,60,0,0,0,1,1,0,1,0,0,0,0,0,4,0,4,0.0
5,Javier Hernández,17.0,mx MEX,FW,30-155,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.0
6,Grady Diangana,45.0,cd COD,RM,20-198,85,0,0,0,2,0,0,1,0,1,0,0,0,1,1,4,20.0
7,Michail Antonio,30.0,jm JAM,RM,28-220,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,Declan Rice,41.0,eng ENG,"DM,CM",19-293,90,0,0,0,0,1,0,0,0,1,0,0,0,12,1,3,25.0
9,Aaron Cresswell,3.0,eng ENG,LB,28-323,90,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0.0
10,Issa Diop,23.0,fr FRA,CB,21-298,90,0,0,0,0,0,0,0,3,1,0,0,0,9,3,5,37.5
11,Fabián Balbuena,4.0,py PAR,CB,27-072,90,0,0,0,1,0,0,0,3,0,0,0,0,3,4,3,57.1
12,Pablo Zabaleta,5.0,ar ARG,RB,33-291,90,0,0,0,0,0,1,2,0,0,0,0,0,5,3,3,50.0
13,Łukasz Fabiański,1.0,pl POL,GK,33-199,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
14,14 Players,,,,,990,1,0,0,7,9,2,15,7,7,0,0,0,65,14,29,32.6
