,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Harry Kane,10.0,eng ENG,FW,28-088,90,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
1,Son Heung-min,7.0,kr KOR,LW,29-108,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
2,Lucas Moura,27.0,br BRA,RW,29-072,89,1,0,0,1,0,1,2,50.0,1,0,0,0,2,3,0,0
3,Steven Bergwijn,23.0,nl NED,RW,24-016,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,Tanguy Ndombele,28.0,fr FRA,AM,24-300,83,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0
5,Giovani Lo Celso,18.0,ar ARG,AM,25-198,7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
6,Oliver Skipp,29.0,eng ENG,DM,21-038,90,2,1,2,0,0,1,1,100.0,0,1,1,0,1,3,1,0
7,Pierre Højbjerg,5.0,dk DEN,DM,26-080,90,2,1,0,2,0,2,2,100.0,0,1,0,1,1,3,3,0
8,Sergio Reguilón,3.0,es ESP,LB,24-312,83,1,1,0,1,0,0,0,,0,3,1,2,1,2,2,0
9,Bryan Gil,11.0,es ESP,LB,20-255,7,2,0,1,0,1,0,1,0.0,1,0,0,0,0,2,0,0
10,Eric Dier,15.0,eng ENG,CB,27-282,90,1,1,0,1,0,0,0,,0,1,1,0,4,5,3,0
11,Cristian Romero,4.0,ar ARG,CB,23-180,90,1,1,1,0,0,0,0,,0,3,1,2,5,6,1,0
12,Emerson,12.0,br BRA,RB,22-283,90,3,1,3,0,0,2,6,33.3,4,1,0,1,1,4,0,0
13,Hugo Lloris,1.0,fr FRA,GK,34-302,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
14,14 Players,,,,,990,15,8,8,5,2,7,16,43.8,9,12,4,8,16,31,13,0
