,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Mame Biram Diouf,18.0,sn SEN,FW,29-351,90,0,0,0,1,0,1,2,1,1,0,0,0,2,4,6,40.0
1,Peter Crouch,25.0,eng ENG,FW,36-306,90,0,0,0,3,0,0,0,0,0,0,0,0,3,10,3,76.9
2,Eric Maxim Choupo-Moting,10.0,cm CMR,LM,28-254,69,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0.0
3,Ramadan Sobhi,32.0,eg EGY,LM,20-313,21,0,0,0,1,1,1,0,0,0,0,0,0,4,0,0,
4,Joe Allen,4.0,wls WAL,CM,27-263,90,0,0,0,1,1,0,0,3,3,0,0,0,7,0,1,0.0
5,Darren Fletcher,24.0,sct SCO,CM,33-304,69,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0.0
6,Ibrahim Afellay,14.0,nl NED,CM,31-244,21,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
7,Xherdan Shaqiri,22.0,ch SUI,RM,26-053,90,1,0,0,0,1,1,6,0,1,0,0,0,4,0,1,0.0
8,Erik Pieters,3.0,nl NED,LB,29-117,90,0,0,0,3,1,0,2,4,0,0,0,0,2,0,0,
9,Bruno Martins Indi,15.0,nl NED,CB,25-297,52,0,0,0,0,0,0,0,2,1,0,0,0,5,2,0,100.0
10,Kevin Wimmer,5.0,at AUT,CB,25-017,38,1,0,0,1,1,0,0,2,0,0,0,0,0,2,0,100.0
11,Ryan Shawcross,17.0,eng ENG,CB,30-059,90,0,0,0,0,2,0,0,0,1,0,0,0,2,5,4,55.6
12,Kurt Zouma,6.0,fr FRA,RB,23-036,90,0,0,0,1,1,0,2,0,0,0,0,0,5,2,1,66.7
13,Jack Butland,1.0,eng ENG,GK,24-267,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
14,14 Players,,,,,990,2,0,0,12,10,3,12,13,9,0,0,0,39,25,18,58.1
