,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Marcus Rashford,10.0,eng ENG,"FW,LW",25-188,90,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,
1,Bruno Fernandes,8.0,pt POR,"LW,AM",28-241,90,0,0,0,0,1,1,4,0,1,0,0,0,1,1,2,33.3
2,Antony,21.0,br BRA,RW,23-072,73,0,0,0,0,1,0,1,1,1,0,0,0,3,0,0,
3,Jadon Sancho,25.0,eng ENG,RW,23-043,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,Wout Weghorst,27.0,nl NED,AM,30-273,56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0
5,Anthony Martial,9.0,fr FRA,FW,27-153,34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
6,Christian Eriksen,14.0,dk DEN,DM,31-082,73,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0.0
7,Marcel Sabitzer,15.0,at AUT,DM,29-051,17,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,50.0
8,Casemiro,18.0,br BRA,"DM,CB",31-073,90,0,0,0,1,0,0,0,1,2,0,0,0,8,2,3,40.0
9,Tyrell Malacia,12.0,nl NED,LB,23-263,87,1,0,0,3,0,0,0,1,0,0,0,0,3,1,1,50.0
10,Fred,17.0,br BRA,DM,30-063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
11,Luke Shaw,23.0,eng ENG,"CB,LB",27-299,90,0,0,0,2,0,0,1,0,1,0,0,0,6,4,1,80.0
12,Victor Lindelöf,2.0,se SWE,CB,28-294,90,0,0,0,0,0,0,0,3,1,0,0,0,9,3,4,42.9
13,Aaron Wan-Bissaka,29.0,eng ENG,RB,25-162,86,1,0,0,1,0,0,1,3,0,0,0,0,3,2,1,66.7
14,Diogo Dalot,20.0,pt POR,RB,24-050,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
15,David de Gea,1.0,es ESP,GK,32-181,90,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0
16,16 Players,,,,,990,2,0,0,9,3,1,9,10,7,0,0,0,52,15,17,46.9
