,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Daniel Podence,10.0,pt POR,FW,26-055,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
1,Hwang Hee-chan,26.0,kr KOR,LW,25-323,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Adama Traoré,37.0,es ESP,LW,25-324,74,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0
3,Fábio Silva,17.0,pt POR,LW,19-149,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,Francisco Trincão,11.0,pt POR,RW,21-351,89,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
5,Leander Dendoncker,32.0,be BEL,RW,26-244,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
6,Fernando Marçal,5.0,br BRA,LM,32-299,90,3,1,1,2,0,2,2,100.0,0,0,0,0,2,5,7,0
7,João Moutinho,28.0,pt POR,CM,35-098,90,5,3,4,1,0,2,3,66.7,1,1,0,1,1,6,0,0
8,Rúben Neves,8.0,pt POR,CM,24-277,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
9,Nélson Semedo,22.0,pt POR,RM,28-029,90,3,3,2,1,0,1,3,33.3,2,5,0,5,0,3,2,0
10,Romain Saïss,27.0,ma MAR,CB,31-264,90,0,0,0,0,0,0,0,,0,1,1,0,5,5,9,0
11,Conor Coady,16.0,eng ENG,CB,28-293,90,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,3,0
12,Max Kilman,23.0,eng ENG,CB,24-206,90,2,1,2,0,0,1,1,100.0,0,5,1,4,0,2,4,0
13,José Sá,1.0,pt POR,GK,28-332,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,17,9,13,4,0,7,15,46.7,8,13,3,10,10,27,26,0
