,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Anthony Martial,9.0,fr FRA,FW,24-304,27,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0
1,Marcus Rashford,10.0,eng ENG,LW,22-339,90,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0
2,Mason Greenwood,11.0,eng ENG,RW,19-003,67,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
3,Donny van de Beek,34.0,nl NED,RW,23-169,23,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
4,Bruno Fernandes,18.0,pt POR,AM,26-026,45,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,0,0
5,Fred,17.0,br BRA,AM,27-213,45,2,0,1,1,0,0,0,,0,2,0,2,0,2,0,0
6,Paul Pogba,6.0,fr FRA,DM,27-203,90,4,2,0,4,0,0,0,,0,0,0,0,2,6,1,0
7,Nemanja Matić,31.0,rs SRB,DM,32-064,45,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
8,Scott McTominay,39.0,sct SCO,DM,23-301,45,3,0,0,3,0,0,0,,0,2,0,2,2,5,1,0
9,Luke Shaw,23.0,eng ENG,LB,25-084,90,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,3,0
10,Harry Maguire,5.0,eng ENG,CB,27-213,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1
11,Eric Bailly,3.0,ci CIV,CB,26-175,90,0,0,0,0,0,0,0,,0,4,4,0,1,1,4,1
12,Aaron Wan-Bissaka,29.0,eng ENG,RB,22-313,90,5,2,4,1,0,3,4,75.0,1,4,2,2,1,6,0,0
13,David de Gea,1.0,es ESP,GK,29-332,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
14,14 Players,,,,,927,15,5,5,10,0,4,15,26.7,11,15,8,7,11,26,11,2
