,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Karlan Grant,16.0,eng ENG,FW,21-200,90,2,1,0,1,1,0,1,0.0,1,1,0,1,0,2,0,0
1,Alex Pritchard,21.0,eng ENG,FW,25-338,59,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
2,Steve Mounié,24.0,bj BEN,FW,24-189,31,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
3,Chris Löwe,15.0,de GER,LM,29-355,90,2,0,1,1,0,0,0,,0,2,0,2,1,3,1,0
4,Jon Gorenc Stanković,27.0,si SVN,CM,23-082,45,2,2,1,1,0,0,0,,0,0,0,0,0,2,1,0
5,Isaac Mbenza,18.0,be BEL,RM,23-029,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
6,Jonathan Hogg,6.0,eng ENG,CM,30-121,80,3,0,1,2,0,1,4,25.0,3,1,0,1,4,7,1,0
7,Juninho Bacuna,7.0,cw CUW,CM,21-242,10,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
8,Aaron Mooy,10.0,au AUS,"CM,RM",28-203,90,3,2,0,2,1,1,5,20.0,4,0,0,0,0,3,0,0
9,Erik Durm,37.0,de GER,LB,26-329,90,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,2,0
10,Terence Kongolo,5.0,nl NED,CB,25-051,90,1,1,0,1,0,0,1,0.0,1,0,0,0,2,3,2,0
11,Christopher Schindler,26.0,de GER,CB,28-342,90,1,0,1,0,0,1,1,100.0,0,2,2,0,2,3,6,0
12,Tommy Smith,2.0,eng ENG,RB,26-357,90,2,1,1,1,0,1,4,25.0,3,1,0,1,3,5,1,0
13,Ben Hamer,12.0,eng ENG,GK,31-137,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
14,14 Players,,,,,990,17,7,5,10,2,4,19,21.1,15,11,2,9,14,31,14,0
