,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Sekou Mara,18.0,fr FRA,FW,20-021,58,0,0,0,1,0,1,0,0,0,0,0,0,3,2,5,28.6
1,Che Adams,10.0,sct SCO,FW,26-038,32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,16.7
2,Adam Armstrong,9.0,eng ENG,LW,25-191,69,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,50.0
3,Stuart Armstrong,17.0,sct SCO,"LW,LM",30-143,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
4,Joe Aribo,7.0,ng NGA,"RW,AM",26-030,87,1,0,0,2,0,0,0,1,3,0,0,0,4,3,2,60.0
5,Lyanco,4.0,br BRA,CB,25-200,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6,Mohamed Elyounoussi,24.0,no NOR,"AM,RW,RM",28-016,90,1,0,0,6,2,0,1,1,1,0,0,0,7,1,0,100.0
7,Roméo Lavia,45.0,be BEL,"DM,CM",18-226,90,1,0,0,0,1,0,0,2,1,0,0,0,5,0,0,
8,James Ward-Prowse,8.0,eng ENG,"DM,CM",27-292,90,0,0,0,1,1,0,8,0,1,0,0,0,8,1,1,50.0
9,Moussa Djenepo,19.0,ml MLI,LB,24-066,90,0,0,0,0,2,0,2,3,3,0,0,0,10,1,1,50.0
10,Mohammed Salisu,22.0,gh GHA,CB,23-125,90,0,0,0,1,1,0,0,1,2,0,0,0,7,2,0,100.0
11,Armel Bella Kotchap,37.0,de GER,CB,20-252,90,0,0,0,1,1,0,0,0,1,0,0,0,7,5,1,83.3
12,Kyle Walker-Peters,2.0,eng ENG,RB,25-129,90,0,0,0,3,2,0,7,0,0,0,0,0,6,2,1,66.7
13,Gavin Bazunu,31.0,ie IRL,GK,20-181,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
14,14 Players,,,,,990,3,0,0,15,11,1,18,10,12,0,0,0,61,20,17,54.1
