,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Allan Saint-Maximin,10.0,fr FRA,FW,25-049,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
1,Joelinton,7.0,br BRA,LW,25-259,90,2,0,0,1,1,0,0,,0,2,0,2,0,2,0,0
2,Miguel Almirón,24.0,py PAR,RW,28-079,90,1,0,1,0,0,0,2,0.0,2,0,0,0,1,2,1,0
3,Joe Willock,28.0,eng ENG,LM,22-253,66,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
4,Chris Wood,20.0,nz NZL,LM,30-144,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
5,Jonjo Shelvey,8.0,eng ENG,CM,30-062,90,2,1,2,0,0,1,1,100.0,0,2,0,2,0,2,1,0
6,Bruno Guimarães,39.0,br BRA,RM,24-165,90,4,2,0,4,0,0,1,0.0,1,0,0,0,0,4,1,0
7,Matt Targett,13.0,eng ENG,LB,26-224,90,6,5,4,2,0,4,6,66.7,2,2,1,1,1,7,3,0
8,Dan Burn,33.0,eng ENG,CB,29-356,90,1,0,1,0,0,0,0,,0,2,1,1,0,1,9,0
9,Fabian Schär,5.0,ch SUI,CB,30-131,60,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
10,Jamaal Lascelles,6.0,eng ENG,CB,28-170,30,0,0,0,0,0,0,1,0.0,1,2,2,0,0,0,1,0
11,Emil Krafth,17.0,se SWE,RB,27-271,84,3,2,3,0,0,2,5,40.0,3,0,0,0,2,5,4,0
12,Jacob Murphy,23.0,eng ENG,RB,27-065,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
13,Martin Dúbravka,1.0,sk SVK,GK,33-105,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,19,10,11,7,1,7,17,41.2,10,11,4,7,4,23,21,0
