,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Timo Werner,11.0,de GER,FW,25-063,90,0,0,0,1,2,3,0,0,0,0,0,0,0,1,2,33.3
1,Hakim Ziyech,22.0,ma MAR,AM,28-050,75,0,0,0,2,1,1,3,0,2,0,0,0,2,0,0,
2,Callum Hudson-Odoi,20.0,eng ENG,AM,20-182,15,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,
3,Christian Pulisic,10.0,us USA,AM,22-232,90,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,100.0
4,N'Golo Kanté,7.0,fr FRA,CM,30-040,67,0,0,0,2,0,0,0,0,1,0,0,0,8,0,0,
5,Jorginho,5.0,it ITA,CM,29-139,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
6,Billy Gilmour,23.0,sct SCO,CM,19-331,90,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,
7,Marcos Alonso,3.0,es ESP,WB,30-131,90,0,0,0,1,1,0,3,0,0,0,0,0,4,1,1,50.0
8,Reece James,24.0,eng ENG,WB,21-151,90,0,0,0,0,2,0,3,0,1,0,0,0,7,1,0,100.0
9,Antonio Rüdiger,2.0,de GER,CB,28-066,90,0,0,0,2,2,0,0,1,0,0,0,0,5,2,1,66.7
10,Andreas Christensen,4.0,dk DEN,CB,25-028,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
11,Kurt Zouma,15.0,fr FRA,CB,26-193,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
12,César Azpilicueta,28.0,es ESP,CB,31-253,90,0,0,0,0,1,0,1,2,5,0,0,0,7,3,0,100.0
13,Edouard Mendy,16.0,sn SEN,GK,29-068,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
14,14 Players,,,,,990,0,0,0,10,12,5,12,3,9,0,1,0,44,10,5,66.7
