,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Aaron Connolly,7.0,ie IRL,FW,20-327,90,1,0,0,0,1,0,0,,0,1,0,1,0,1,0,0
1,Neal Maupay,9.0,fr FRA,"AM,FW",24-128,65,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Danny Welbeck,18.0,eng ENG,FW,30-024,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
3,Leandro Trossard,11.0,be BEL,"LM,AM",26-016,90,2,1,1,1,0,0,0,,0,2,0,2,0,2,0,0
4,Adam Lallana,14.0,eng ENG,CM,32-224,90,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0
5,Yves Bissouma,8.0,ml MLI,CM,24-112,90,3,0,3,0,0,1,3,33.3,2,0,0,0,0,3,0,0
6,Solly March,20.0,eng ENG,"LB,WB",26-153,90,2,0,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0
7,Joël Veltman,34.0,nl NED,WB,28-340,45,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
8,Alireza Jahanbakhsh,16.0,ir IRN,RM,27-131,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
9,Adam Webster,4.0,eng ENG,CB,25-351,90,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
10,Lewis Dunk,5.0,eng ENG,CB,29-029,90,2,1,2,0,0,1,1,100.0,0,1,0,1,0,2,1,0
11,Ben White,3.0,eng ENG,"CB,RB",23-073,71,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
12,Andi Zeqiri,29.0,ch SUI,RB,21-181,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
13,Robert Sánchez,26.0,es ESP,GK,23-032,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,12,3,8,3,1,4,9,44.4,5,4,0,4,1,13,6,0
