,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Anthony Martial,9.0,fr FRA,FW,26-343,71,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
1,Alejandro Garnacho,49.0,ar ARG,LW,18-135,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Marcus Rashford,10.0,eng ENG,"LW,FW",25-013,90,0,0,0,0,0,0,0,,0,5,1,4,0,0,0,0
3,Anthony Elanga,36.0,se SWE,RW,20-200,54,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
4,Scott McTominay,39.0,sct SCO,AM,25-340,36,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
5,Bruno Fernandes,8.0,pt POR,"AM,RW",28-066,90,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,1,0
6,Christian Eriksen,14.0,dk DEN,DM,30-272,90,1,1,0,1,0,0,0,,0,1,0,1,1,2,1,0
7,Casemiro,18.0,br BRA,DM,30-263,90,3,3,1,2,0,1,2,50.0,1,1,0,1,2,5,7,0
8,Luke Shaw,23.0,eng ENG,LB,27-124,90,1,1,0,1,0,1,1,100.0,0,1,0,1,1,2,2,0
9,Lisandro Martínez,6.0,ar ARG,CB,24-299,90,2,0,2,0,0,1,1,100.0,0,4,0,4,2,4,8,0
10,Victor Lindelöf,2.0,se SWE,CB,28-119,90,3,1,3,0,0,1,1,100.0,0,1,1,0,1,4,11,0
11,Tyrell Malacia,12.0,nl NED,RB,23-088,90,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,4,0
12,David de Gea,1.0,es ESP,GK,32-006,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
13,13 Players,,,,,990,12,7,8,4,0,6,10,60.0,4,14,2,12,8,20,38,0
