,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Ivan Toney,17.0,eng ENG,FW,27-002,90,0,0,0,1,1,1,2,0,0,0,0,0,2,2,2,50.0
1,Yoane Wissa,11.0,cd COD,LW,26-196,60,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,50.0
2,Kevin Schade,9.0,de GER,"RW,CM",21-111,30,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,
3,Bryan Mbeumo,19.0,cm CMR,"RW,LW",23-223,89,0,0,0,0,0,0,11,0,1,0,0,0,3,2,1,66.7
4,Pontus Jansson,18.0,se SWE,CB,32-033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Mathias Jensen,8.0,dk DEN,LM,27-076,74,0,0,0,1,3,0,5,2,2,0,0,0,3,0,0,
6,Shandon Baptiste,26.0,gd GRN,LM,24-344,15,2,1,1,2,1,0,0,0,0,0,0,0,3,0,0,
7,Christian Nørgaard,6.0,dk DEN,CM,29-008,90,1,0,0,2,0,0,0,2,4,0,0,0,13,2,0,100.0
8,Mikkel Damsgaard,24.0,dk DEN,RM,22-258,60,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,
9,Josh Dasilva,10.0,eng ENG,"RM,CM",24-146,30,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,
10,Rico Henry,3.0,eng ENG,LB,25-253,90,0,0,0,1,0,0,4,0,2,0,0,0,3,2,1,66.7
11,Ben Mee,16.0,eng ENG,CB,33-178,90,0,0,0,1,0,0,0,1,2,0,0,0,7,6,7,46.2
12,Ethan Pinnock,5.0,jm JAM,CB,29-293,90,0,0,0,0,0,0,1,0,1,0,0,0,6,1,1,50.0
13,Aaron Hickey,2.0,sct SCO,RB,20-281,90,0,0,0,0,1,0,1,1,4,0,0,0,8,0,2,0.0
14,David Raya,1.0,es ESP,GK,27-184,90,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
15,15 Players,,,,,989,3,1,1,10,11,1,28,8,17,0,0,0,60,16,15,51.6
