,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Richarlison,11.0,br BRA,"FW,LW",20-202,90,1,0,0,1,0,0,2,0.0,2,2,0,2,0,1,1,0
1,Andre Gray,18.0,jm JAM,FW,26-155,71,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
2,Troy Deeney,9.0,eng ENG,FW,29-152,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3,Tom Cleverley,8.0,eng ENG,"CM,DM",28-108,90,2,2,1,1,0,0,3,0.0,3,0,0,0,0,2,0,0
4,Abdoulaye Doucouré,16.0,ml MLI,"CM,DM",24-331,90,4,2,2,1,1,1,3,33.3,2,0,0,0,2,6,2,0
5,Will Hughes,19.0,eng ENG,CM,22-225,57,1,0,0,0,1,0,1,0.0,1,0,0,0,1,2,1,0
6,Roberto Pereyra,37.0,ar ARG,AM,26-325,33,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
7,Marvin Zeegelaar,22.0,nl NED,"WB,LB",27-108,90,2,2,1,0,1,1,1,100.0,0,0,0,0,1,3,1,0
8,Kiko Femenía,21.0,es ESP,"WB,RB",26-299,90,2,2,1,0,1,0,1,0.0,1,1,1,0,3,5,4,0
9,Christian Kabasele,27.0,be BEL,CB,26-277,90,2,2,1,1,0,2,2,100.0,0,3,3,0,2,4,8,0
10,Sebastian Prödl,5.0,at AUT,CB,30-160,57,2,2,2,0,0,1,1,100.0,0,0,0,0,1,3,3,0
11,André Carrillo,28.0,pe PER,RW,26-167,33,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
12,Adrian Mariappa,6.0,jm JAM,CB,31-056,90,0,0,0,0,0,0,3,0.0,3,2,2,0,3,3,5,0
13,Heurelho Gomes,1.0,br BRA,GK,36-286,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,16,12,8,4,4,5,18,27.8,13,9,6,3,13,29,25,0
