,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Daniel James,20.0,wls WAL,FW,24-091,90,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
1,Jack Harrison,22.0,eng ENG,LW,25-081,90,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,1,0
2,Raphinha,10.0,br BRA,RW,25-057,90,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0
3,Rodrigo,19.0,es ESP,AM,30-340,90,0,0,0,0,0,0,0,,0,1,0,1,2,2,0,0
4,Mateusz Klich,43.0,pl POL,DM,31-241,84,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
5,Adam Forshaw,4.0,eng ENG,DM,30-124,6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
6,Robin Koch,5.0,de GER,DM,25-207,90,0,0,0,0,0,0,3,0.0,3,1,1,0,0,0,1,0
7,Stuart Dallas,15.0,nir NIR,LB,30-296,90,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0
8,Pascal Struijk,21.0,nl NED,CB,22-182,90,0,0,0,0,0,0,0,,0,0,0,0,3,3,5,0
9,Diego Llorente,14.0,es ESP,CB,28-177,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
10,Luke Ayling,2.0,eng ENG,RB,30-168,90,2,1,1,1,0,1,3,33.3,2,1,0,1,4,6,1,0
11,Illan Meslier,1.0,fr FRA,GK,21-344,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
12,12 Players,,,,,990,3,2,1,2,0,2,11,18.2,9,10,2,8,10,13,13,0
