,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Alexandre Lacazette,9.0,fr FRA,FW,30-197,82,0,0,0,2,0,0,0,0,0,0,0,0,5,3,2,60.0
1,Nicolas Pépé,19.0,ci CIV,LM,26-196,8,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,33.3
2,Martin Ødegaard,8.0,no NOR,FW,22-359,90,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,66.7
3,Gabriel Martinelli,35.0,br BRA,"LM,FW",20-176,90,0,0,0,0,0,0,9,0,2,0,0,0,4,0,2,0.0
4,Granit Xhaka,34.0,ch SUI,CM,29-075,80,0,0,0,0,1,0,1,1,0,0,0,0,5,1,1,50.0
5,Albert Sambi Lokonga,23.0,be BEL,CM,22-050,10,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,33.3
6,Thomas Partey,5.0,gh GHA,CM,28-181,90,0,0,0,1,0,0,0,2,0,0,0,0,5,1,0,100.0
7,Bukayo Saka,7.0,eng ENG,RM,20-097,90,1,0,0,1,2,2,5,0,0,0,0,0,7,1,1,50.0
8,Kieran Tierney,3.0,sct SCO,LB,24-189,90,0,0,0,0,0,0,3,1,0,0,0,0,4,0,1,0.0
9,Gabriel Dos Santos,6.0,br BRA,CB,23-357,68,1,0,0,1,1,1,0,0,0,0,0,0,3,3,2,60.0
10,Rob Holding,16.0,eng ENG,CB,26-082,22,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,33.3
11,Ben White,4.0,eng ENG,CB,24-064,90,0,0,0,0,0,0,0,1,2,0,0,0,9,2,1,66.7
12,Takehiro Tomiyasu,18.0,jp JPN,RB,23-036,90,0,0,0,0,1,0,2,1,0,0,0,0,7,5,5,50.0
13,Aaron Ramsdale,32.0,eng ENG,GK,23-211,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,990,2,0,0,5,8,3,20,7,4,0,0,0,63,21,22,48.8
