,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Darwin Núñez,27.0,uy URU,FW,23-189,90,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,2,0
1,Alex Oxlade-Chamberlain,15.0,eng ENG,LW,29-137,61,1,1,0,1,0,0,0,,0,2,1,1,0,1,1,0
2,Naby Keïta,8.0,gn GUI,RM,27-323,29,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
3,Mohamed Salah,11.0,eg EGY,RW,30-198,90,2,1,1,1,0,2,3,66.7,1,1,0,1,1,3,0,0
4,Thiago Alcántara,6.0,es ESP,LM,31-263,90,4,3,2,2,0,2,3,66.7,1,1,1,0,3,7,0,0
5,Jordan Henderson,14.0,eng ENG,CM,32-196,90,2,2,1,1,0,1,4,25.0,3,0,0,0,0,2,0,0
6,Harvey Elliott,19.0,eng ENG,"RM,LW",19-270,85,3,2,0,2,1,2,2,100.0,0,4,0,4,0,3,0,0
7,Stefan Bajcetic,43.0,es ESP,LW,18-069,5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
8,Andrew Robertson,26.0,sct SCO,LB,28-294,61,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
9,Kostas Tsimikas,21.0,gr GRE,LB,26-232,29,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0
10,Virgil van Dijk,4.0,nl NED,CB,31-175,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0
11,Joël Matip,32.0,cm CMR,CB,31-144,90,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,2,0
12,Trent Alexander-Arnold,66.0,eng ENG,RB,24-084,85,4,3,3,1,0,3,3,100.0,0,0,0,0,4,8,0,0
13,Joe Gomez,2.0,eng ENG,RB,25-221,5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
14,Alisson,1.0,br BRA,GK,30-089,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
15,15 Players,,,,,990,18,12,9,8,1,12,19,63.2,7,14,2,12,11,29,10,0
