,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Kai Havertz,29.0,de GER,FW,23-266,90,0,0,0,3,0,0,3,0,0,0,0,0,3,3,5,37.5
1,João Félix,11.0,pt POR,LW,23-114,67,0,0,0,1,0,1,3,0,0,0,0,0,3,2,1,66.7
2,Conor Gallagher,23.0,eng ENG,"RW,CM",23-026,23,1,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0.0
3,Raheem Sterling,17.0,eng ENG,RW,28-086,67,0,0,0,0,3,0,2,0,1,0,0,0,4,0,0,
4,Denis Zakaria,20.0,ch SUI,CM,26-104,23,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0.0
5,Ben Chilwell,21.0,eng ENG,LM,26-073,90,0,0,0,1,0,0,10,0,3,0,0,0,3,2,3,40.0
6,Mateo Kovačić,8.0,hr CRO,"CM,LW",28-302,74,0,0,0,0,0,0,0,1,3,0,0,0,9,0,0,
7,Carney Chukwuemeka,30.0,eng ENG,LW,19-135,16,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0.0
8,Enzo Fernández,5.0,ar ARG,CM,22-046,83,0,0,0,0,0,0,0,1,1,0,0,0,8,0,2,0.0
9,Noni Madueke,31.0,eng ENG,RW,20-359,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
10,Ruben Loftus-Cheek,12.0,eng ENG,RM,27-040,83,0,0,0,2,1,0,1,2,1,0,0,0,6,0,0,
11,Trevoh Chalobah,14.0,eng ENG,RM,23-242,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
12,Benoît Badiashile,4.0,fr FRA,CB,21-343,90,0,0,0,2,0,0,0,3,1,0,0,0,13,1,1,50.0
13,Kalidou Koulibaly,26.0,sn SEN,CB,31-257,90,0,0,0,1,0,0,0,2,2,0,0,0,6,1,0,100.0
14,Wesley Fofana,33.0,fr FRA,CB,22-077,90,1,0,0,1,2,0,0,1,0,0,0,0,1,5,0,100.0
15,Kepa Arrizabalaga,1.0,es ESP,GK,28-152,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,16 Players,,,,,990,2,0,0,11,7,2,19,12,17,0,0,0,61,14,16,46.7
