,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Ollie Watkins,11.0,eng ENG,FW,26-041,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
1,Philippe Coutinho,23.0,br BRA,LW,29-242,77,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,0,0
2,Ashley Young,18.0,eng ENG,LW,36-215,13,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
3,Emi Buendía,10.0,ar ARG,RW,25-046,58,3,1,2,0,1,3,4,75.0,1,0,0,0,0,3,0,0
4,Carney Chukwuemeka,33.0,eng ENG,RW,18-112,32,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,1
5,Jacob Ramsey,41.0,eng ENG,LM,20-257,88,1,0,0,0,1,0,0,,0,2,0,2,2,3,1,0
6,Calum Chambers,16.0,eng ENG,CB,27-020,2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
7,Douglas Luiz,6.0,br BRA,CM,23-276,90,2,0,0,1,1,0,0,,0,0,0,0,0,2,1,0
8,John McGinn,7.0,sct SCO,RM,27-114,90,5,4,1,3,1,3,3,100.0,0,2,1,1,1,6,4,0
9,Lucas Digne,27.0,fr FRA,LB,28-204,90,3,3,1,0,2,3,3,100.0,0,0,0,0,2,5,6,0
10,Tyrone Mings,5.0,eng ENG,CB,28-333,90,1,0,0,1,0,1,1,100.0,0,4,3,1,2,3,7,0
11,Ezri Konsa,4.0,eng ENG,CB,24-109,86,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0
12,Matty Cash,2.0,pl POL,RB,24-186,90,3,2,2,1,0,3,4,75.0,1,2,0,2,1,4,4,0
13,Emiliano Martínez,1.0,ar ARG,GK,29-160,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,986,22,13,7,9,6,16,20,80.0,4,12,4,8,9,31,26,1
