,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Jordan Ayew,9.0,gh GHA,FW,29-073,76,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1,Christian Benteke,20.0,be BEL,FW,29-356,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Michy Batshuayi,23.0,be BEL,FW,27-052,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3,Eberechi Eze,25.0,eng ENG,LM,22-147,90,2,0,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0
4,James McArthur,18.0,sct SCO,CM,33-047,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
5,Jaïro Riedewald,44.0,nl NED,CM,24-075,66,1,0,0,1,0,0,1,0.0,1,1,0,1,2,3,0,0
6,Jeffrey Schlupp,15.0,gh GHA,CM,27-336,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
7,Andros Townsend,10.0,eng ENG,RM,29-130,90,1,1,1,0,0,1,2,50.0,1,2,0,2,0,1,0,0
8,Patrick van Aanholt,3.0,nl NED,LB,30-086,90,3,1,1,2,0,1,1,100.0,0,1,1,0,0,3,1,0
9,Scott Dann,6.0,eng ENG,CB,33-283,90,1,1,0,1,0,0,1,0.0,1,1,1,0,0,1,4,1
10,Cheikhou Kouyaté,8.0,sn SEN,CB,30-338,90,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,5,1
11,Nathaniel Clyne,17.0,eng ENG,RB,29-232,90,3,1,0,2,1,1,1,100.0,0,0,0,0,1,4,0,0
12,Vicente Guaita,31.0,es ESP,GK,33-318,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
13,13 Players,,,,,990,12,5,2,9,1,4,8,50.0,4,6,3,3,4,16,15,2
