,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Michail Antonio,9.0,jm JAM,FW,31-167,89,3,2,0,0,3,1,1,100.0,0,1,0,1,0,3,0,0
1,Pablo Fornals,8.0,es ESP,LW,25-201,90,2,0,0,2,0,0,2,0.0,2,0,0,0,0,2,1,0
2,Jarrod Bowen,20.0,eng ENG,RW,24-265,82,0,0,0,0,0,0,0,,0,1,1,0,3,3,1,0
3,Andriy Yarmolenko,7.0,ua UKR,RW,31-323,8,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
4,Saïd Benrahma,22.0,dz ALG,AM,26-032,62,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
5,Nikola Vlašić,11.0,hr CRO,AM,23-342,28,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,0,0
6,Declan Rice,41.0,eng ENG,DM,22-240,90,1,1,1,0,0,0,0,,0,2,2,0,2,3,1,0
7,Tomáš Souček,28.0,cz CZE,DM,26-196,90,2,0,2,0,0,0,1,0.0,1,0,0,0,2,4,2,0
8,Aaron Cresswell,3.0,eng ENG,LB,31-270,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
9,Angelo Ogbonna,21.0,it ITA,CB,33-111,90,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,3,0
10,Craig Dawson,15.0,eng ENG,CB,31-128,90,0,0,0,0,0,0,0,,0,1,1,0,3,3,6,0
11,Vladimír Coufal,5.0,cz CZE,RB,29-020,90,4,1,1,3,0,1,1,100.0,0,1,0,1,2,6,2,0
12,Łukasz Fabiański,1.0,pl POL,GK,36-146,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
13,13 Players,,,,,989,14,5,6,5,3,4,9,44.4,5,9,4,5,15,29,19,0
