,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Pierre-Emerick Aubameyang,14.0,ga GAB,"FW,LW",28-237,90,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,1,0
1,Henrikh Mkhitaryan,7.0,am ARM,LW,29-020,64,1,1,1,0,0,1,3,33.3,2,1,0,1,1,2,1,0
2,Alexandre Lacazette,9.0,fr FRA,FW,26-258,26,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
3,Mesut Özil,11.0,de GER,"RW,LM",29-118,90,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,1,0
4,Granit Xhaka,29.0,ch SUI,"LM,CM",25-136,85,2,2,2,0,0,1,2,50.0,1,0,0,0,2,4,4,0
5,Danny Welbeck,23.0,eng ENG,RW,27-076,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
6,Mohamed Elneny,35.0,eg EGY,CM,25-214,64,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0
7,Alex Iwobi,17.0,ng NGA,"LM,RM",21-283,26,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
8,Jack Wilshere,10.0,eng ENG,"RM,CM",26-040,90,1,1,0,1,0,0,4,0.0,4,0,0,0,0,1,1,0
9,Nacho Monreal,18.0,es ESP,LB,31-349,90,2,1,1,1,0,0,1,0.0,1,2,0,2,1,3,1,0
10,Laurent Koscielny,6.0,fr FRA,CB,32-153,90,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,5,1
11,Shkodran Mustafi,20.0,de GER,CB,25-299,90,1,1,1,0,0,1,3,33.3,2,2,0,2,4,5,5,0
12,Héctor Bellerín,24.0,es ESP,RB,22-328,90,3,2,3,0,0,2,2,100.0,0,2,0,2,0,3,9,0
13,Petr Čech,33.0,cz CZE,GK,35-266,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,12,9,9,3,0,7,23,30.4,16,10,1,9,11,23,29,1
