,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Sergio Agüero,10.0,ar ARG,FW,30-084,90,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
1,Raheem Sterling,7.0,eng ENG,"LW,RW,RM",23-260,84,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0
2,Riyad Mahrez,26.0,dz ALG,RM,27-185,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3,Bernardo Silva,20.0,pt POR,RW,24-015,61,1,1,0,1,0,1,2,50.0,1,2,0,2,0,1,1,0
4,Gabriel Jesus,33.0,br BRA,"FW,LW",21-144,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
5,İlkay Gündoğan,8.0,de GER,LM,27-305,76,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
6,Leroy Sané,19.0,de GER,LM,22-226,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
7,Fernandinho,25.0,br BRA,"CM,DM",33-113,90,1,1,0,1,0,0,0,,0,2,0,2,0,1,3,0
8,David Silva,21.0,es ESP,"RM,CM",32-229,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
9,Benjamin Mendy,22.0,fr FRA,LB,24-039,90,4,4,3,1,0,2,5,40.0,3,1,1,0,2,6,3,0
10,Aymeric Laporte,14.0,es ESP,CB,24-090,90,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,2,0
11,Vincent Kompany,4.0,be BEL,CB,32-137,90,1,0,0,1,0,1,1,100.0,0,1,1,0,1,2,2,0
12,Kyle Walker,2.0,eng ENG,RB,28-089,90,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,2,0
13,Ederson,31.0,br BRA,GK,25-008,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,9,8,3,6,0,6,12,50.0,6,10,3,7,7,16,13,0
