,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Patrick Bamford,9.0,eng ENG,FW,28-335,83,0,0,0,0,0,0,6,0.0,6,0,0,0,0,0,2,0
1,Joe Gelhardt,30.0,eng ENG,FW,20-094,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2,Jack Harrison,11.0,eng ENG,LW,25-259,90,2,1,0,0,2,1,2,50.0,1,1,0,1,1,3,1,0
3,Brenden Aaronson,7.0,us USA,RW,21-288,83,2,1,0,1,1,1,5,20.0,4,2,0,2,0,2,0,0
4,Crysencio Summerville,10.0,nl NED,RW,20-280,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
5,Rodrigo,19.0,es ESP,AM,31-153,64,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,1,0
6,Mateusz Klich,43.0,pl POL,AM,32-054,26,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
7,Tyler Adams,12.0,us USA,DM,23-173,90,4,2,3,1,0,3,5,60.0,2,1,0,1,1,5,2,0
8,Marc Roca,8.0,es ESP,DM,25-253,72,1,1,1,0,0,1,3,33.3,2,1,0,1,2,3,0,0
9,Sam Greenwood,42.0,eng ENG,DM,20-192,18,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
10,Pascal Struijk,21.0,nl NED,LB,22-360,90,5,3,1,2,2,5,8,62.5,3,3,0,3,3,8,3,0
11,Diego Llorente,14.0,es ESP,CB,28-355,90,2,1,2,0,0,1,2,50.0,1,1,1,0,2,4,4,0
12,Robin Koch,5.0,de GER,CB,26-020,90,3,3,1,2,0,2,4,50.0,2,2,2,0,1,4,5,0
13,Rasmus Nissen,25.0,dk DEN,RB,25-026,90,1,1,1,0,0,0,1,0.0,1,0,0,0,2,3,4,0
14,Illan Meslier,1.0,fr FRA,GK,22-157,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
15,15 Players,,,,,990,21,14,9,7,5,14,39,35.9,25,13,3,10,14,35,23,0
